Date,Predicted1,Predicted2,New1,New2
44312,,36.93239826,,36.93239826
44313,,37.03125402,,37.03125402
44314,,37.12952863,,37.12952863
44315,,37.2272221,,37.2272221
44316,,37.32433444,,37.32433444
44317,,37.42086563,,37.42086563
44318,,37.51681567,,37.51681567
44319,,37.61339979,,37.61339979
44320,,37.71039385,,37.71039385
44321,,37.80779786,,37.80779786
44322,,37.9056118,,37.9056118
44323,,38.00383569,,38.00383569
44324,,38.10246952,,38.10246952
44325,,38.20151329,,38.20151329
44326,,38.25315512,,38.25315512
44327,,38.30454414,,38.30454414
44328,,38.35568035,,38.35568035
44329,,38.40656374,,38.40656374
44330,,38.45719432,,38.45719432
44331,,38.50757209,,38.50757209
44332,,38.55769705,,38.55769705
44333,,38.60769182,,38.60769182
44334,,38.65755642,,38.65755642
44335,,38.77871941,,38.77871941
44336,,38.89975222,,38.89975222
44337,,39.02065484,,39.02065484
44338,,39.14142729,,39.14142729
44339,,39.26206956,,39.26206956
44340,,39.38275409,,39.38275409
44341,,39.50348088,,39.50348088
44342,,39.14805946,,39.14805946
44343,,38.79268029,,38.79268029
44344,,38.43734339,,38.43734339
44345,,38.08204875,,38.08204875
44346,,37.72679636,,37.72679636
44347,,37.37158624,,37.37158624
44348,,38.32602345,,38.32602345
44349,,38.32021737,,38.32021737
44350,,38.31444299,,38.31444299
44351,,38.30870031,,38.30870031
44352,,38.30298932,,38.30298932
44353,,38.29731003,,38.29731003
44354,,38.29166244,,38.29166244
44355,,38.28604654,,38.28604654
44356,,38.28046234,,38.28046234
44357,,38.2735853,,38.2735853
44358,,39.42835622,,39.42835622
44359,,39.43717829,,39.43717829
44360,,39.44482686,,39.44482686
44361,,39.45255649,,39.45255649
44362,,39.46036719,,39.46036719
44363,,39.43915841,,39.43915841
44364,,39.41803069,,39.41803069
44365,,39.39698404,,39.39698404
44366,,39.37601844,,39.37601844
44367,,39.35513391,,39.35513391
44368,,39.33433043,,39.33433043
44369,,39.31543108,,39.31543108
44370,,39.29843584,,39.29843584
44371,,39.28190148,,39.28190148
44372,,39.26582798,,39.26582798
44373,,39.25021536,,39.25021536
44374,,39.2350636,,39.2350636
44375,,39.22037271,,39.22037271
44376,,39.58929085,,39.58929085
44377,,39.95866985,,39.95866985
44378,,39.75922401,,39.75922401
44379,,39.56023903,,39.56023903
44380,,39.36171493,,39.36171493
44381,,39.28799032,,39.28799032
44382,,39.21472658,,39.21472658
44383,,39.14138767,,39.14138767
44384,,39.0679736,,39.0679736
44385,,38.99448437,,38.99448437
44386,,38.92091997,,38.92091997
44387,,38.8472804,,38.8472804
44388,,38.67832757,,38.67832757
44389,,38.50929958,,38.50929958
44390,,38.34019643,,38.34019643
44391,,38.17101811,,38.17101811
44392,,39.442717,,39.442717
44393,,40.71434073,,40.71434073
44394,,40.83122263,,40.83122263
44395,,40.66231507,,40.66231507
44396,,40.49333235,,40.49333235
44397,,40.34808399,,40.34808399
44398,,40.20276046,,40.20276046
44399,,40.05674869,,40.05674869
44400,,39.9100487,,39.9100487
44401,,39.76266046,,39.76266046
44402,,39.99553638,,39.99553638
44403,,40.22772406,,40.22772406
44404,,40.4592235,,40.4592235
44405,,40.69110016,,40.69110016
44406,,40.92335403,,40.92335403
44407,,41.15598512,,41.15598512
44408,,41.38899342,,41.38899342
44409,,39.76895037,,39.76895037
44410,,40.70261786,,40.70261786
44411,,40.71819367,,40.71819367
44412,,40.73460331,,40.73460331
44413,,40.75101656,,40.75101656
44414,,40.76743343,,40.76743343
44415,,40.78385392,,40.78385392
44416,,40.94313516,,40.94313516
44417,,41.10242002,,41.10242002
44418,,38.10742278,,38.10742278
44419,,38.04576248,,38.04576248
44420,,37.9841058,,37.9841058
44421,,37.92245273,,37.92245273
44422,,37.86080328,,37.86080328
44423,,37.5610622,,37.5610622
44424,,37.26075826,,37.26075826
44425,,36.95989148,,36.95989148
44426,,36.65846183,,36.65846183
44427,,36.35646933,,36.35646933
